(230,-218)
(198,-197)
(189,-197)
(195,-196)
(134,-200)
(143,-199)
(176,-196)
(141,-198)
(180,-195)
(121,-199)
(108,-200)
(128,-198)
(137,-197)
(124,-198)
(99,-200)
(171,-194)
(169,-194)
(117,-198)
(158,-194)
(130,-196)
(118,-197)
(141,-195)
(122,-196)
(156,-193)
(132,-195)
(109,-197)
(143,-194)
(175,-191)
(171,-191)
(125,-195)
(169,-191)
(78,-199)
(165,-191)
(185,-189)
(148,-192)
(104,-196)
(82,-198)
(176,-189)
(100,-196)
(76,-198)
(149,-191)
(105,-195)
(171,-188)
(95,-195)
(123,-192)
(183,-186)
(171,-187)
(130,-191)
(184,-185)
(133,-190)
(132,-190)
(179,-185)
(120,-191)
(41,-199)
(68,-196)
(183,-184)
(67,-196)
(142,-188)
(55,-197)
(159,-186)
(196,-182)
(108,-191)
(79,-194)
(125,-189)
(105,-191)
(163,-184)
(116,-189)
(152,-185)
(61,-195)
(50,-196)
(76,-193)
(127,-187)
(171,-182)
(55,-195)
(10,-200)
(160,-183)
(70,-193)
(175,-181)
(148,-184)
(183,-180)
(23,-198)
(118,-187)
(192,-178)
(92,-189)
(133,-184)
(65,-192)
(114,-186)
(94,-188)
(193,-176)
(173,-178)
(54,-192)
(-11,-200)
(133,-182)
(43,-193)
(82,-188)
(177,-176)
(89,-187)
(191,-174)
(80,-188)
(71,-189)
(133,-181)
(31,-194)
(88,-186)
(26,-194)
(179,-174)
(31,-193)
(99,-184)
(129,-180)
(67,-188)
(-24,-200)
(13,-195)
(177,-173)
(-3,-197)
(176,-173)
(183,-172)
(86,-185)
(41,-191)
(11,-195)
(189,-171)
(33,-192)
(-12,-198)
(186,-171)
(126,-179)
(148,-176)
(73,-186)
(175,-172)
(160,-174)
(196,-169)
(129,-178)
(76,-185)
(148,-175)
(147,-175)
(154,-174)
(175,-171)
(153,-174)
(117,-179)
(145,-175)
(57,-187)
(-28,-199)
(55,-187)
(97,-181)
(152,-173)
(127,-176)
(16,-192)
(146,-173)
(22,-191)
(139,-174)
(103,-179)
(-41,-200)
(136,-174)
(163,-170)
(67,-184)
(-2,-194)
(174,-168)
(96,-179)
(15,-191)
(195,-164)
(100,-178)
(-20,-196)
(185,-165)
(112,-176)
(91,-179)
(183,-165)
(130,-173)
(90,-179)
(37,-187)
(23,-189)
(-30,-197)
(21,-189)
(155,-168)
(166,-166)
(150,-168)
(167,-165)
(-19,-194)
(49,-183)
(92,-176)
(104,-174)
(140,-168)
(16,-188)
(170,-163)
(83,-177)
(131,-169)
(140,-167)
(73,-178)
(30,-185)
(163,-163)
(-55,-199)
(119,-170)
(93,-174)
(63,-179)
(92,-174)
(26,-185)
(139,-166)
(29,-184)
(134,-166)
(128,-167)
(122,-168)
(-54,-198)
(-66,-200)
(39,-182)
(144,-164)
(189,-156)
(-38,-195)
(89,-173)
(77,-175)
(175,-158)
(13,-186)
(191,-155)
(116,-168)
(81,-174)
(34,-182)
(177,-157)
(74,-175)
(136,-164)
(-1,-188)
(185,-155)
(-42,-195)
(196,-153)
(190,-154)
(195,-153)
(110,-168)
(172,-157)
(149,-161)
(-71,-200)
(47,-179)
(191,-153)
(73,-174)
(145,-161)
(-67,-199)
(61,-176)
(94,-170)
(82,-172)
(164,-157)
(158,-158)
(169,-156)
(3,-186)
(-14,-189)
(-20,-190)
(-21,-190)
(-38,-193)
(174,-154)
(16,-183)
(-33,-192)
(134,-161)
(155,-157)
(187,-151)
(-29,-191)
(186,-151)
(40,-178)
(77,-171)
(-41,-193)
(146,-158)
(161,-155)
(106,-165)
(-69,-198)
(121,-162)
(73,-171)
(99,-166)
(193,-148)
(165,-153)
(55,-174)
(154,-155)
(142,-157)
(-4,-185)
(187,-148)
(46,-175)
(187,-147)
(-10,-185)
(106,-162)
(5,-182)
(166,-150)
(150,-153)
(185,-146)
(84,-166)
(94,-164)
(194,-144)
(7,-181)
(-63,-195)
(135,-155)
(80,-166)
(79,-166)
(-69,-196)
(141,-153)
(174,-146)
(139,-153)
(128,-155)
(78,-165)
(-48,-191)
(106,-159)
(33,-174)
(191,-141)
(71,-166)
(155,-148)
(186,-141)
(29,-174)
(-80,-197)
(14,-177)
(37,-172)
(153,-147)
(167,-144)
(31,-173)
(180,-141)
(82,-162)
(91,-160)
(197,-137)
(103,-157)
(126,-152)
(121,-153)
(84,-161)
(102,-157)
(14,-176)
(22,-174)
(-47,-189)
(113,-154)
(131,-150)
(172,-141)
(75,-162)
(-48,-189)
(84,-160)
(-53,-190)
(-4,-179)
(-23,-183)
(13,-175)
(184,-137)
(47,-167)
(-3,-178)
(183,-136)
(102,-154)
(186,-135)
(115,-151)
(104,-153)
(139,-145)
(38,-168)
(73,-160)
(143,-144)
(55,-164)
(-37,-185)
(37,-168)
(185,-134)
(6,-175)
(153,-141)
(105,-152)
(182,-134)
(90,-155)
(154,-140)
(197,-130)
(-66,-191)
(107,-150)
(165,-136)
(186,-131)
(63,-160)
(139,-142)
(-35,-183)
(70,-158)
(94,-152)
(194,-128)
(177,-132)
(64,-159)
(-3,-175)
(168,-134)
(147,-139)
(113,-147)
(25,-168)
(108,-148)
(-42,-184)
(107,-148)
(177,-131)
(181,-130)
(189,-128)
(15,-170)
(-2,-174)
(146,-138)
(199,-125)
(182,-129)
(108,-147)
(70,-156)
(-20,-178)
(41,-163)
(195,-125)
(-9,-175)
(141,-138)
(-66,-189)
(-46,-184)
(199,-123)
(198,-123)
(165,-131)
(160,-132)
(176,-128)
(179,-127)
(115,-143)
(-9,-174)
(90,-149)
(169,-129)
(89,-149)
(155,-132)
(-78,-191)
(145,-134)
(168,-128)
(-36,-180)
(159,-130)
(112,-142)
(189,-122)
(134,-136)
(137,-135)
(175,-125)
(176,-124)
(160,-128)
(156,-129)
(143,-132)
(116,-139)
(39,-159)
(-79,-190)
(-117,-200)
(187,-120)
(198,-117)
(46,-157)
(137,-133)
(185,-120)
(89,-145)
(1,-168)
(83,-146)
(12,-165)
(141,-130)
(-30,-176)
(81,-146)
(92,-143)
(-23,-174)
(188,-117)
(139,-130)
(94,-142)
(60,-151)
(-54,-182)
(115,-136)
(-91,-192)
(41,-156)
(-47,-180)
(-102,-195)
(59,-151)
(37,-157)
(44,-155)
(-44,-179)
(90,-142)
(180,-117)
(187,-115)
(118,-134)
(154,-124)
(-78,-188)
(132,-130)
(99,-139)
(48,-153)
(37,-156)
(-57,-182)
(76,-145)
(112,-135)
(184,-115)
(-22,-172)
(107,-136)
(60,-149)
(-87,-190)
(112,-134)
(-35,-175)
(103,-136)
(39,-154)
(60,-148)
(38,-154)
(59,-148)
(37,-154)
(170,-116)
(177,-114)
(184,-112)
(5,-163)
(110,-133)
(155,-120)
(186,-111)
(151,-121)
(-38,-175)
(-60,-181)
(-36,-174)
(-5,-165)
(81,-140)
(143,-122)
(46,-150)
(176,-112)
(28,-155)
(189,-108)
(144,-121)
(31,-154)
(-41,-175)
(17,-158)
(-4,-164)
(175,-111)
(32,-153)
(-9,-165)
(111,-129)
(20,-156)
(60,-144)
(63,-143)
(86,-136)
(96,-133)
(49,-147)
(186,-106)
(-35,-172)
(84,-136)
(167,-111)
(57,-144)
(120,-125)
(123,-124)
(189,-104)
(126,-123)
(169,-110)
(-53,-177)
(-27,-169)
(72,-139)
(128,-122)
(-44,-174)
(51,-145)
(143,-117)
(-61,-179)
(168,-109)
(174,-107)
(-114,-195)
(-26,-168)
(36,-149)
(78,-136)
(136,-118)
(119,-123)
(187,-102)
(41,-147)
(66,-139)
(-2,-160)
(-41,-172)
(-109,-193)
(164,-108)
(179,-103)
(85,-132)
(-46,-173)
(43,-145)
(144,-113)
(7,-156)
(172,-104)
(-79,-183)
(6,-156)
(179,-101)
(185,-99)
(46,-143)
(156,-108)
(181,-100)
(-27,-166)
(167,-104)
(198,-94)
(97,-126)
(-25,-165)
(143,-111)
(-128,-198)
(102,-124)
(161,-105)
(24,-149)
(-91,-186)
(36,-145)
(119,-118)
(122,-117)
(-52,-173)
(154,-106)
(197,-92)
(141,-110)
(9,-153)
(164,-102)
(60,-136)
(187,-94)
(-54,-173)
(-33,-166)
(158,-103)
(133,-111)
(21,-148)
(108,-119)
(144,-107)
(35,-143)
(65,-133)
(89,-125)
(137,-109)
(85,-126)
(-23,-162)
(-14,-159)
(187,-92)
(159,-101)
(126,-112)
(39,-141)
(182,-93)
(-33,-165)
(-66,-176)
(74,-129)
(184,-92)
(38,-141)
(142,-106)
(165,-98)
(93,-122)
(63,-132)
(48,-137)
(104,-118)
(106,-117)
(-42,-167)
(-45,-168)
(78,-126)
(151,-101)
(189,-88)
(-16,-158)
(133,-107)
(16,-147)
(124,-110)
(71,-128)
(176,-92)
(173,-93)
(-2,-153)
(196,-85)
(194,-85)
(156,-98)
(153,-99)
(-44,-167)
(89,-121)
(106,-115)
(100,-117)
(172,-92)
(108,-114)
(7,-149)
(98,-117)
(26,-142)
(198,-82)
(-83,-180)
(180,-88)
(-69,-175)
(94,-118)
(194,-83)
(145,-100)
(22,-143)
(19,-144)
(181,-87)
(67,-127)
(178,-88)
(7,-148)
(61,-129)
(21,-143)
(197,-81)
(49,-133)
(-28,-160)
(139,-101)
(181,-86)
(45,-134)
(90,-118)
(132,-103)
(38,-136)
(164,-91)
(60,-128)
(177,-86)
(160,-92)
(196,-79)
(-25,-158)
(30,-138)
(-123,-193)
(105,-111)
(91,-116)
(188,-81)
(-112,-189)
(-90,-181)
(-18,-155)
(186,-81)
(22,-140)
(63,-125)
(-69,-173)
(184,-81)
(192,-78)
(170,-86)
(115,-106)
(-9,-151)
(18,-141)
(154,-91)
(50,-129)
(74,-120)
(3,-146)
(125,-101)
(122,-102)
(149,-92)
(168,-85)
(186,-78)
(102,-109)
(-93,-181)
(-39,-161)
(15,-141)
(-131,-195)
(28,-136)
(154,-89)
(3,-145)
(97,-110)
(188,-76)
(-43,-162)
(5,-144)
(88,-113)
(-54,-166)
(187,-76)
(112,-104)
(178,-79)
(47,-128)
(119,-101)
(-68,-171)
(-76,-174)
(-15,-151)
(187,-75)
(109,-104)
(170,-81)
(16,-139)
(-8,-148)
(188,-74)
(192,-72)
(167,-81)
(-91,-179)
(27,-134)
(132,-94)
(-10,-148)
(176,-77)
(47,-126)
(-63,-168)
(49,-125)
(-6,-146)
(116,-99)
(139,-90)
(74,-115)
(-56,-165)
(-38,-158)
(136,-91)
(19,-136)
(190,-70)
(-85,-176)
(140,-89)
(-31,-155)
(62,-119)
(36,-129)
(95,-106)
(110,-100)
(61,-119)
(30,-131)
(145,-86)
(127,-93)
(-117,-188)
(-94,-179)
(21,-134)
(105,-101)
(171,-75)
(102,-102)
(-41,-158)
(145,-85)
(188,-68)
(58,-119)
(-128,-192)
(149,-83)
(-29,-153)
(115,-96)
(-7,-144)
(91,-105)
(-101,-181)
(151,-81)
(133,-88)
(100,-101)
(198,-62)
(-31,-153)
(137,-86)
(-39,-156)
(184,-67)
(51,-120)
(18,-133)
(63,-115)
(85,-106)
(50,-120)
(112,-95)
(189,-64)
(-80,-172)
(144,-82)
(134,-86)
(161,-75)
(9,-136)
(4,-138)
(128,-88)
(6,-137)
(1,-139)
(95,-101)
(122,-90)
(13,-134)
(-49,-159)
(165,-72)
(103,-97)
(130,-86)
(122,-89)
(198,-58)
(102,-97)
(151,-77)
(163,-72)
(50,-118)
(89,-102)
(120,-89)
(-29,-150)
(-12,-143)
(-56,-161)
(146,-78)
(163,-71)
(-83,-172)
(-25,-148)
(106,-94)
(72,-108)
(-30,-150)
(178,-64)
(64,-111)
(122,-87)
(105,-94)
(54,-115)
(-67,-165)
(73,-107)
(143,-78)
(-2,-138)
(39,-121)
(176,-64)
(195,-56)
(142,-78)
(19,-129)
(-15,-143)
(136,-80)
(-116,-185)
(4,-135)
(76,-105)
(-47,-156)
(74,-105)
(112,-89)
(-143,-196)
(-5,-138)
(66,-108)
(-65,-163)
(32,-122)
(143,-75)
(15,-129)
(-4,-137)
(173,-62)
(121,-84)
(-35,-150)
(5,-133)
(92,-96)
(193,-53)
(188,-55)
(136,-77)
(143,-74)
(173,-61)
(126,-81)
(140,-75)
(-15,-141)
(-48,-155)
(76,-102)
(111,-87)
(-95,-175)
(-88,-172)
(171,-61)
(116,-84)
(-61,-160)
(155,-67)
(-68,-163)
(62,-107)
(127,-79)
(171,-60)
(166,-62)
(163,-63)
(135,-75)
(116,-83)
(-122,-186)
(-104,-178)
(121,-80)
(84,-96)
(109,-85)
(95,-91)
(1,-132)
(-54,-156)
(42,-114)
(55,-108)
(187,-50)
(171,-57)
(75,-99)
(191,-48)
(-55,-156)
(86,-94)
(172,-56)
(56,-107)
(133,-73)
(192,-47)
(185,-50)
(-26,-143)
(194,-46)
(98,-88)
(-31,-145)
(82,-95)
(-13,-137)
(32,-117)
(-133,-190)
(52,-108)
(0,-131)
(11,-126)
(155,-62)
(40,-113)
(85,-93)
(139,-69)
(141,-68)
(161,-59)
(172,-54)
(-84,-168)
(183,-49)
(73,-98)
(75,-97)
(164,-57)
(155,-61)
(52,-107)
(94,-88)
(85,-92)
(-116,-182)
(60,-103)
(93,-88)
(144,-65)
(-43,-149)
(152,-61)
(72,-97)
(-48,-151)
(189,-44)
(56,-104)
(7,-126)
(106,-81)
(174,-50)
(176,-49)
(26,-117)
(156,-58)
(91,-87)
(-8,-132)
(-19,-137)
(154,-58)
(75,-94)
(-153,-198)
(142,-63)
(8,-124)
(-114,-180)
(145,-61)
(-75,-162)
(175,-47)
(51,-104)
(185,-42)
(150,-58)
(117,-73)
(67,-96)
(-11,-132)
(58,-100)
(99,-81)
(-9,-131)
(96,-82)
(-72,-160)
(98,-81)
(186,-40)
(145,-59)
(188,-39)
(183,-41)
(-51,-150)
(198,-34)
(-64,-156)
(150,-56)
(-15,-133)
(-30,-140)
(126,-67)
(113,-73)
(23,-115)
(10,-121)
(153,-54)
(78,-89)
(95,-81)
(48,-103)
(97,-80)
(146,-57)
(163,-49)
(50,-102)
(-48,-148)
(177,-42)
(26,-113)
(81,-87)
(-91,-168)
(155,-52)
(2,-124)
(42,-105)
(135,-61)
(-98,-171)
(56,-98)
(-20,-134)
