(228,-225)
(199,-200)
(196,-199)
(166,-200)
(153,-200)
(166,-198)
(186,-196)
(143,-197)
(185,-193)
(136,-197)
(197,-191)
(173,-193)
(173,-192)
(75,-199)
(94,-197)
(80,-198)
(106,-195)
(74,-198)
(62,-199)
(91,-196)
(81,-197)
(60,-199)
(196,-185)
(172,-187)
(169,-186)
(130,-190)
(182,-184)
(162,-186)
(67,-196)
(167,-185)
(60,-196)
(172,-183)
(180,-182)
(43,-197)
(115,-188)
(46,-196)
(68,-193)
(125,-186)
(179,-179)
(38,-196)
(118,-186)
(107,-187)
(187,-177)
(160,-180)
(96,-188)
(165,-179)
(93,-188)
(156,-180)
(92,-188)
(136,-182)
(81,-189)
(153,-179)
(113,-184)
(18,-196)
(144,-179)
(-14,-200)
(30,-194)
(89,-186)
(111,-183)
(28,-194)
(190,-172)
(145,-178)
(9,-196)
(116,-181)
(22,-194)
(87,-184)
(-26,-200)
(18,-193)
(113,-179)
(85,-183)
(36,-190)
(123,-177)
(150,-173)
(53,-187)
(182,-167)
(142,-173)
(23,-191)
(197,-164)
(7,-193)
(72,-183)
(78,-182)
(-27,-198)
(186,-165)
(152,-170)
(-16,-196)
(175,-166)
(15,-191)
(183,-164)
(150,-169)
(87,-179)
(105,-176)
(153,-168)
(156,-167)
(144,-168)
(82,-178)
(129,-170)
(152,-166)
(-23,-195)
(18,-188)
(117,-171)
(145,-166)
(150,-165)
(102,-173)
(125,-169)
(194,-157)
(186,-158)
(190,-157)
(21,-186)
(-8,-191)
(-26,-194)
(82,-175)
(87,-174)
(195,-155)
(126,-167)
(120,-168)
(182,-157)
(68,-177)
(124,-167)
(135,-165)
(106,-170)
(161,-160)
(143,-163)
(53,-179)
(175,-157)
(152,-161)
(107,-169)
(178,-156)
(38,-181)
(109,-168)
(14,-185)
(39,-180)
(80,-172)
(37,-180)
(26,-182)
(25,-182)
(136,-161)
(183,-152)
(71,-173)
(144,-159)
(43,-178)
(181,-151)
(134,-160)
(-39,-193)
(2,-185)
(27,-180)
(68,-172)
(83,-169)
(124,-161)
(31,-179)
(159,-154)
(177,-150)
(-33,-191)
(21,-180)
(-80,-200)
(0,-184)
(190,-146)
(139,-156)
(173,-149)
